autor,date,editoria,id_dn,link,link_rel,link_rel_interno,sub_titulo,tags,time,titulo
Bruno Cabral,18 de Novembro de 2019,Negócios,2176321,https://diariodonordeste.verdesmares.com.br/editorias/negocios/reducao-de-subsidios-pode-travar-investimentos-em-energia-solar-1.2176321,0,0,"Segundo Aneel, incentivos para a geração distribuída de energia fotovoltaica equivalem a custo de programa que concede descontos na conta de luz para baixa renda. Empresários contestam cálculo e apontam prejuízos ao setor","Economia,energia solar,energia elétrica",23:00,Redução de subsídios pode travar investimentos em energia solar
Redação,18 de Novembro de 2019,Política,2176307,https://diariodonordeste.verdesmares.com.br/editorias/politica/toffoli-anula-decisao-que-dava-acesso-a-dados-de-600-mil-pessoas-1.2176307,0,0,"O presidente do Supremo Tribunal Federal, ministro Dias Toffoli, recuou da decisão que determinou que o antigo Coaf lhe enviasse cópias de todos os relatórios de inteligência financeira (RIFs) feitos nos últimos três anos","Dados do Coaf,Dias Toffoli,STF",23:00,Toffoli anula decisão que dava acesso a dados de 600 mil pessoas
Redação,18 de Novembro de 2019,Metro,2176398,https://diariodonordeste.verdesmares.com.br/editorias/metro/mais-um-predio-e-evacuado-em-fortaleza-apos-desabamento-parcial-de-fachada-1.2176398,0,0,Imóvel foi interditado pela Defesa Civil de Fortaleza até que tenha sua estrutura totalmente avaliada e o risco de novas ocorrências descartado. Ninguém ficou ferido,"inspeção predial,desabamento,risco de colapso,Defesa Civil",23:00,Mais um prédio é evacuado em Fortaleza após desabamento parcial de fachada
Samuel Quintela,18 de Novembro de 2019,Negócios,2176281,https://diariodonordeste.verdesmares.com.br/editorias/negocios/porto-do-mucuripe-entrara-em-lista-de-prioridades-de-privatizacoes-1.2176281,0,0,"Reunião que definirá qualificação do Terminal na carteira do Programa de Parcerias de Investimento (PPI) deve ser realizada hoje (19). Além do equipamento na Capital, outros três deverão ser incluídos no projeto",Economia,23:00,Porto do Mucuripe entrará em lista de prioridades de privatizações
Redação,18 de Novembro de 2019,Jogada,2176342,https://diariodonordeste.verdesmares.com.br/editorias/jogada/ceara-sedia-7-etapa-do-mundial-de-kiteboard-que-encerra-circuito-1.2176342,0,0,"O SuperKite começa nesta terça-feira, dia 19, e vai até sábado dia 23. Nele, será definido o campeão mundial masculino após seis etapas realizadas. Dos 50 competidores inscritos, 11 são brasileiros, sendo nove cearenses","Esportes,kitesurf",23:00,"Ceará sedia 7ª etapa do Mundial de Kiteboard, que encerra circuito"
Redação,18 de Novembro de 2019,Negócios,2176354,https://diariodonordeste.verdesmares.com.br/editorias/negocios/novo-aeroporto-de-sobral-vai-receber-investimento-de-ate-r-61-8-mi-1.2176354,0,0,"Edital de licitação para construção de pista, acesso e serviços complementares foi lançado ontem. Já a edificação do terminal de passageiros ficará para depois, em um segundo edital. Azul confirmou interesse em operar na cidade","Economia,aeroporto",23:00,"Novo Aeroporto de Sobral vai receber investimento de até R$ 61,8 mi"
Redação,18 de Novembro de 2019,Segurança,2176337,https://diariodonordeste.verdesmares.com.br/editorias/seguranca/online/funcionaria-de-casa-de-jogos-de-azar-e-autuada-e-maquinas-caca-niqueis-sao-apreendidas-no-eusebio-1.2176337,0,0,A mulher foi levada para prestar esclarecimentos na Delegacia Metropolitana de Eusébio,Crimes e Justiça,21:02,"Funcionária de casa de jogos de azar é autuada e máquinas caça-níqueis são apreendidas, no Eusébio"
Redação,18 de Novembro de 2019,Verso,2176347,https://diariodonordeste.verdesmares.com.br/editorias/verso/online/tudo-certo-sao-os-hormonios-amamentacao-diz-sabrina-sato-sobre-falta-de-tesao-apos-maternidade-1.2176347,1,1,A apresentadora disse que a maternidade mudou seu ponto vista em relação ao sexo e tesão,"televisão,maternidade",21:26,"""Tudo certo. São os hormônios, amamentação"", diz Sabrina Sato sobre falta de tesão após maternidade"
Luana Barros,18 de Novembro de 2019,Política,2176305,https://diariodonordeste.verdesmares.com.br/editorias/politica/com-risco-de-perder-recursos-sistema-s-convoca-bancada-do-ce-1.2176305,0,0,"Apenas cinco parlamentares compareceram ao encontro com os dirigentes, que apresentaram os resultados obtidos em 2018; a reunião ocorre em um momento de riscos de cortes de recursos do Governo Federal ao Sistema S","Sistema S,Fecomércio,Aproximação,Deputados federais",23:00,"Com risco de perder recursos, Sistema S convoca bancada do CE"
AFP,19 de Novembro de 2019,Mundo,2176432,https://diariodonordeste.verdesmares.com.br/editorias/mundo/online/explosao-em-mina-de-carvao-deixa-15-mortos-na-china-1.2176432,0,0,"Fonte revelou que 35 operários estavam na mina quando ocorreu a explosão, e onze conseguiram escapar ilesos","explosão,mina,China",04:04,Explosão em mina de carvão deixa 15 mortos na China
Redação,18 de Novembro de 2019,Metro,2176383,https://diariodonordeste.verdesmares.com.br/editorias/metro/reforma-da-beira-mar-tem-processo-de-dragagem-da-areia-finalizado-1.2176383,0,0,A retirada da areia do fundo do mar para a costa foi concluída no último sábado (16). O serviço compreende a primeira etapa da obra. Faixa de praia da capital cresceu 80m e 40m em dois trechos,"requalificação,aterramento da Beira Mar,engorda do aterro",23:00,Reforma da Beira-Mar tem processo de dragagem da areia finalizado
Folhapress,18 de Novembro de 2019,Verso,2176428,https://diariodonordeste.verdesmares.com.br/editorias/verso/online/antonia-fontenelle-diz-nao-se-arrepender-de-ter-criticado-programa-de-otaviano-1.2176428,0,0,Opinião de Fontenelle foi dita em um áudio vazado de um grupo de WhatsApp,"audio,Antonia Fontenelle,programa,Otaviano Costa",23:32,Antonia Fontenelle diz não se arrepender de ter criticado programa de Otaviano
Redação,18 de Novembro de 2019,Jogada,2176314,https://diariodonordeste.verdesmares.com.br/editorias/jogada/brasil-faz-ultimo-amistoso-no-ano-buscando-espantar-ma-fase-1.2176314,0,0,"Após conquistar a Copa América em casa em julho, a Seleção acumula grande jejum sem vitória, e busca, hoje, diante da Coreia do Sul, encerrar o ano com resultado positivo, dando mais tranquilidade para Tite trabalhar em 2020","Esportes,seleção brasileira",23:00,Brasil faz último amistoso no ano buscando espantar má-fase
Estadão Conteúdo,18 de Novembro de 2019,Política,2176370,https://diariodonordeste.verdesmares.com.br/editorias/politica/online/toffoli-recua-e-anula-decisao-que-dava-acesso-a-dados-de-600-mil-pessoas-1.2176370,0,0,Presidente do STF tinha sido criticado por membros do Ministério Público e congressistas,STF,21:50,Toffoli recua e anula decisão que dava acesso a dados de 600 mil pessoas
Folhapress,18 de Novembro de 2019,Verso,2176414,https://diariodonordeste.verdesmares.com.br/editorias/verso/online/celine-dion-questiona-final-de-titanic-e-diz-que-jack-poderia-ter-se-salvado-com-rose-1.2176414,0,0,Cantora comentou sobre a cena polêmica durante uma entrevista ao apresentador Jimmy Fallon,"filme,personagens,Titanica",22:49,Céline Dion questiona final de 'Titanic' e diz que Jack poderia ter se salvado com Rose
Redação,18 de Novembro de 2019,,2176308,https://diariodonordeste.verdesmares.com.br/projetos/movimento-vidas/online/tres-bairros-receberao-acao-do-movimento-vidas-ainda-neste-ano-1.2176308,1,1,"O projeto oferece diversas ações para afastar os jovens das drogas, como oficinas de grafite e DJ, palestras, além de serviços para a comunidade. No sábado, será a vez da Aerolândia receber o dia ‘D’ do Movimento",drogas,23:00,Três bairros receberão ação do Movimento Vidas ainda neste ano
Folhapress,19 de Novembro de 2019,Negócios,2176381,https://diariodonordeste.verdesmares.com.br/editorias/negocios/online/petrobras-comunica-a-clientes-alta-de-2-7-no-preco-da-gasolina-1.2176381,0,0,"O preço do diesel também será elevado, em R$ 0,026 por litro, segundo fontes",Economia,07:00,"Petrobras comunica a clientes alta de 2,7% no preço da gasolina"
Redação,18 de Novembro de 2019,Opinião,2176355,https://diariodonordeste.verdesmares.com.br/editorias/opiniao/egidio-serpa-1.209/ceara-produz-mais-leite-com-tecnologia-1.2176355,0,0,,"Economia,Egídio Serpa,leite",23:00,Ceará produz mais leite com tecnologia
Estadão Conteúdo,18 de Novembro de 2019,Jogada,2176415,https://diariodonordeste.verdesmares.com.br/editorias/jogada/online/cruzeiro-empata-com-o-avai-no-mineirao-e-ajuda-o-ceara-1.2176415,0,0,"O time celeste empatou no Mineirão em 0 a 0 no fechamento da rodada e permanece atrás do Ceará, que comemora resultado","Esportes,brasileirão série a",22:35,Cruzeiro empata com o Avaí no Mineirão e ajuda o Ceará
Redação,18 de Novembro de 2019,Negócios,2176202,https://diariodonordeste.verdesmares.com.br/editorias/negocios/online/mpf-entra-com-acao-contra-inss-por-demora-na-analise-de-requerimentos-de-beneficios-1.2176202,0,0,"Segundo a investigação, há processos que demoram mais de seis meses para ser analisado, além de falha na ordem de conclusão","Economia,INSS,benefícios",18:06,MPF entra com ação contra INSS por demora na análise de requerimentos de benefícios
Redação,18 de Novembro de 2019,Verso,2176325,https://diariodonordeste.verdesmares.com.br/editorias/verso/online/modelo-trans-cearense-aparece-em-fotos-oficiais-para-a-victoria-s-secret-1.2176325,1,0,Valentina Sampaio é a primeira transexual a participar de campanha da grife de lingerie,"moda,Valentina Sampaio,modelo",20:44,Modelo trans cearense aparece em fotos oficiais para a Victoria's Secret
Redação,18 de Novembro de 2019,Verso,2176211,https://diariodonordeste.verdesmares.com.br/editorias/verso/online/cinema-nos-terminais-faz-exibicao-gratuita-de-filmes-nos-terminais-de-onibus-de-fortaleza-1.2176211,0,0,Os equipamentos funcionarão todos os dias da semanas e o acesso será por meio do Bilhete Único,cinema,18:22,'Cinema nos Terminais' faz exibição gratuita de filmes nos terminais de ônibus de Fortaleza
Gabriela Dourado,18 de Novembro de 2019,Opinião,2176411,https://diariodonordeste.verdesmares.com.br/editorias/opiniao/gabriela-dourado-1.2147719/sabrina-sato-e-o-direito-feminino-de-dizer-nao-1.2176411,0,0,A apresentadora foi alvo de críticas após declaração sobre não sentir tesão depois da maternidade,Pessoas,22:43,Sabrina Sato e o direito feminino de dizer não
Redação,18 de Novembro de 2019,Jogada,2176267,https://diariodonordeste.verdesmares.com.br/editorias/jogada/online/gol-do-ceara-contra-a-chapecoense-foi-legal-segundo-central-do-apito-1.2176267,1,1,"Lance foi anulado por impedimento do atacante Chico, que não teria participado da jogada","Esportes,brasileirão série a,ceará sporting club",19:39,"Gol do Ceará contra a Chapecoense foi legal, segundo Central do Apito"
Folhapress,18 de Novembro de 2019,Verso,2176192,https://diariodonordeste.verdesmares.com.br/editorias/verso/online/somos-duas-mulheres-maduras-diz-lexa-sobre-confusao-com-pitty-1.2176192,0,0,A funkeira revelou ter sido destratada pela equipe de Pitty durante show no sábado (16),Artes Cultura e Entretenimento,17:24,"'Somos duas mulheres maduras', diz Lexa sobre confusão com Pitty"
Redação,18 de Novembro de 2019,Metro,2176196,https://diariodonordeste.verdesmares.com.br/editorias/metro/online/parte-de-fachada-de-edificio-desaba-e-provoca-buraco-na-estrutura-de-predio-local-foi-interditado-1.2176196,0,0,"Edifício fica na Rua Lígia Monte, no bairro Cocó",Fortaleza,17:35,Parte de fachada de edifício desaba e provoca buraco na estrutura de prédio; local foi interditado
Alexandre Mota,18 de Novembro de 2019,Opinião,2176294,https://diariodonordeste.verdesmares.com.br/editorias/opiniao/alexandre-mota-1.2147727/ceara-tem-chance-de-escrever-a-historia-na-serie-a-como-ja-fez-1.2176294,0,0,"Time alvinegro precisa de aproveitamento de 60% para escapar de vez do risco de terminar a competição na zona de rebaixamento, mas pode se apegar às conquistas recentes, além de se mostrar um rival firme contra os grandes","Esportes,brasileirão série a,ceará sporting club",23:00,Ceará tem chance de escrever a história na Série A como já fez
Redação,18 de Novembro de 2019,Jogada,2176261,https://diariodonordeste.verdesmares.com.br/editorias/jogada/online/ex-ceara-enderson-moreira-esta-em-excursao-pela-europa-para-se-capacitar-1.2176261,0,0,Técnico acompanhou as partidas da liga francesa e da Champions League durante novembro,"Esportes,ceará sporting club",19:14,"Ex-Ceará, Enderson Moreira está em excursão pela Europa para se capacitar"
Redação,18 de Novembro de 2019,Verso,2176169,https://diariodonordeste.verdesmares.com.br/editorias/verso/online/sabrina-sato-diz-nao-sentir-tesao-depois-da-maternidade-quem-faz-sexo-depois-de-ser-mae-1.2176169,0,0,"Em entrevista à revista TPM a apresentadora revelou ainda que mudou a forma de enxergar o marido, o ator Duda Nagle. ""Atualmente, eu amo o Duda como se fosse meu irmão"", disse",Artes Cultura e Entretenimento,16:24,"Sabrina Sato diz não sentir tesão depois da maternidade: ""Quem faz sexo depois de ser mãe?"""
Redação,18 de Novembro de 2019,Negócios,2176264,https://diariodonordeste.verdesmares.com.br/editorias/negocios/online/dolar-vai-a-r-4-207-maior-valor-nominal-da-historia-1.2176264,0,0,O movimento desta segunda foi impulsionado pelo temor de investidores com o acordo comercial entre China e Estados Unidos.,"Economia,dólar",19:24,"Dólar vai a R$ 4,207, maior valor nominal da história"
Folhapress,18 de Novembro de 2019,Verso,2176226,https://diariodonordeste.verdesmares.com.br/editorias/verso/online/gloria-maria-diz-que-tumor-no-cerebro-iria-mata-la-a-qualquer-momento-e-cita-milagre-1.2176226,2,1,A jornalista precisou fazer uma cirurgia às pressas na última segunda-feira (11),"Artes Cultura e Entretenimento,Gloria Maria,cirurgia",18:36,Gloria Maria diz que tumor no cérebro iria 'matá-la a qualquer momento' e cita 'milagre'
Redação,18 de Novembro de 2019,Metro,2176071,https://diariodonordeste.verdesmares.com.br/editorias/metro/online/artistas-pintam-os-muros-do-edificio-andrea-para-homenagear-vitimas-do-desabamento-1.2176071,8,2,Intervenção é realizada um mês após a tragédia que ocasionou a morte de nove pessoas,"Edifício Andrea,Homenagem,Desabamento,Artistas",16:25,Artistas pintam os muros do Edifício Andrea para homenagear vítimas do desabamento
Redação,18 de Novembro de 2019,Metro,2176268,https://diariodonordeste.verdesmares.com.br/editorias/metro/online/parque-de-ecoturismo-e-atingido-por-incendio-em-aquiraz-1.2176268,0,0,Fogo foi controlado no início da noite e não houve feridos,incêndio,19:39,"Parque de ecoturismo é atingido por incêndio, em Aquiraz"
Redação,18 de Novembro de 2019,Verso,2175698,https://diariodonordeste.verdesmares.com.br/editorias/verso/online/agenda-cultural-fortaleza-shows-gratuitos-marcam-a-programacao-da-semana-da-consciencia-negra-1.2175698,6,0,"Elza Soares, Luedji Luna, Majur e Djonga estão entre as atrações desta semana. Musicais fazem uma releitura de sucessos do cinema como ""Aladdin"", ""Mamma Mia"" e ""Madagascar""",Artes Cultura e Entretenimento,19:00,Agenda Cultural Fortaleza: shows gratuitos marcam a programação da Semana da Consciência Negra
Folhapress,18 de Novembro de 2019,Negócios,2176172,https://diariodonordeste.verdesmares.com.br/editorias/negocios/online/sem-ajuste-pais-tera-teto-de-gastos-rompido-e-shutdown-em-2021-diz-ifi-1.2176172,0,0,"Relatório da IFI (Instituição Fiscal Independente) mostra que o nível mínimo para realização de despesas essenciais do Governo é de aproximadamente R$ 80 bilhões por ano. No cenário traçado pela IFI, o patamar deve ficar em R$ 90,7 bilhões no ano que vem",Economia,16:26,"Sem ajuste, país terá teto de gastos rompido e 'shutdown' em 2021, diz IFI"
Redação,18 de Novembro de 2019,Segurança,2176188,https://diariodonordeste.verdesmares.com.br/editorias/seguranca/online/suspeito-de-vender-droga-e-aceitar-cartoes-de-credito-e-debito-e-preso-em-paraipaba-1.2176188,0,0,"Na casa do suspeito, a polícia encontrou vários tipos de entorpecentes, além de uma balança de precisão e uma máquina de passar cartão","drogas,cartão de crédito e débito",17:08,Suspeito de vender droga e aceitar cartões de crédito e débito é preso em Paraipaba
Conteúdo Estadão,18 de Novembro de 2019,Jogada,2176181,https://diariodonordeste.verdesmares.com.br/editorias/jogada/online/tecnico-da-selecao-sub-17-campea-do-mundo-preve-futuro-promissor-desta-geracao-1.2176181,2,2,"No último domingo (17), os jovens do Brasil derrotaram o México de virada pelo placar de 2 a 1 com gols de Kaio Jorge e Lázaro","Esportes,cbf,copa do mundo de futebol,seleção brasileira",16:34,Técnico da seleção sub-17 campeã do mundo prevê futuro promissor desta geração
Estadão Conteúdo,18 de Novembro de 2019,Negócios,2176156,https://diariodonordeste.verdesmares.com.br/editorias/negocios/online/deficit-da-balanca-na-terceira-semana-de-novembro-foi-de-us-482-milhoes-1.2176156,0,0,"Com o resultado semanal, em novembro, o saldo acumulado da balança comercial é deficitário em US$ 430 milhões","Economia,exportação,importação",16:00,Déficit da balança na terceira semana de novembro foi de US$ 482 milhões
Redação,18 de Novembro de 2019,Segurança,2176091,https://diariodonordeste.verdesmares.com.br/editorias/seguranca/online/detentos-da-grande-fortaleza-devem-ter-2-h-diarias-de-banho-de-sol-recomenda-mpce-1.2176091,0,0,O Ministério Público do Ceará (MPCE) expediu recomendação à Secretaria de Administração Penitenciária (SAP),"itaitinga,Fortaleza,ministério público estadual ,presos,banho de sol,RMF",15:00,"Detentos da Grande Fortaleza devem ter 2 h diárias de banho de sol, recomenda MPCE"
Alexandre Mota,18 de Novembro de 2019,Jogada,2176164,https://diariodonordeste.verdesmares.com.br/editorias/jogada/online/marcelo-chamusca-relembra-acesso-do-ceara-para-serie-a-e-recorde-como-treinador-1.2176164,2,0,A chegada do técnico foi determinante para o clube atingir a meta em 2017,"Esportes,brasileirão série a,ceará sporting club,fortaleza esporte clube",16:16,Marcelo Chamusca relembra acesso do Ceará para Série A e recorde como treinador
Redação,18 de Novembro de 2019,Verso,2176186,https://diariodonordeste.verdesmares.com.br/editorias/verso/online/kondzilla-saiba-quem-e-o-maior-produtor-de-funk-do-pais-1.2176186,0,0,"Com visita a Fortaleza marcada para o dia 22 de novembro, Kondzilla é um dos precursores da transformação da visão do funk no Brasil","Artes Cultura e Entretenimento,Kondzilla,história,funk,música",17:00,Kondzilla: saiba quem é o maior produtor de funk do País
Redação,18 de Novembro de 2019,Segurança,2176131,https://diariodonordeste.verdesmares.com.br/editorias/seguranca/online/policia-prende-casal-com-duas-metralhadoras-em-aquiraz-dupla-e-suspeita-de-guardar-arma-para-faccao-1.2176131,0,0,Parte do armamento foi encontrado dentro de uma mochilha e outra parte estava enterrada dentro da residência do casal,"Fortaleza,polícia,casal,arma,Aquiraz",15:12,Polícia prende casal com duas metralhadoras em Aquiraz; dupla é suspeita de guardar arma para facção
Redação,18 de Novembro de 2019,Segurança,2176129,https://diariodonordeste.verdesmares.com.br/editorias/seguranca/online/tjce-nega-habeas-corpus-a-gerente-do-banco-do-brasil-preso-por-furto-milionario-1.2176129,0,0,A defesa do preso afirmou que irá contestar a prisão no Superior Tribunal de Justiça (STJ),"Crimes e Justiça,estelionato,furto",15:20,TJCE nega habeas corpus a gerente do Banco do Brasil preso por furto milionário
Folhapress,18 de Novembro de 2019,Verso,2176108,https://diariodonordeste.verdesmares.com.br/editorias/verso/online/lucy-ramos-diz-que-primeiro-filho-vira-quando-tiver-de-vir-e-que-ja-esta-trabalhando-nisso-1.2176108,0,0,"A atriz global diz querer muito ter um filho, mas sem precipitações, aguarda o momento certo","Artes Cultura e Entretenimento,atriz,global",15:09,Lucy Ramos diz que primeiro filho virá 'quando tiver de vir' e que já está 'trabalhando nisso'
Redação,18 de Novembro de 2019,Segurança,2176166,https://diariodonordeste.verdesmares.com.br/editorias/seguranca/online/suspeitos-sao-presos-e-mais-de-13-kg-de-drogas-sao-apreendidas-apos-blitz-no-jangurussu-1.2176166,0,0,Dupla foi autuada em flagrante por tráfico de drogas e associação para o tráfico,"Fortaleza,apreensão de drogas,drogas,presos,fortaleza",16:26,Suspeitos são presos e mais de 13 kg de drogas são apreendidas após blitz no Jangurussu
André Almeida,18 de Novembro de 2019,Opinião,2176157,https://diariodonordeste.verdesmares.com.br/editorias/opiniao/andre-almeida-1.2147725/crescendo-na-hora-certa-fortaleza-detem-5-melhor-ataque-e-8-melhor-campanha-do-returno-da-serie-a-1.2176157,0,0,Um dos trunfos da equipe é o bom rendimento ofensivo,"Esportes,brasileirão série a,fortaleza esporte clube",16:04,Crescendo na hora certa: Fortaleza detém 5º melhor ataque e 8ª melhor campanha do returno da Série A
Alexandre Mota,18 de Novembro de 2019,Jogada,2176130,https://diariodonordeste.verdesmares.com.br/editorias/jogada/online/richardson-e-junior-santos-ex-ceara-e-fortaleza-sao-campeoes-no-japao-1.2176130,4,0,Dupla conquistou o título da J-League 2 com o Kashiwa Reysol,"Esportes,ceará sporting club,fortaleza esporte clube",15:27,"Richardson e Júnior Santos, ex-Ceará e Fortaleza, são campeões no Japão"
Redação,18 de Novembro de 2019,Verso,2176148,https://diariodonordeste.verdesmares.com.br/editorias/verso/online/festival-faz-projecoes-e-shows-gratuitos-em-predios-de-fortaleza-1.2176148,0,0,O Abstrata acontece durante os dias 21 a 23 de novembro em vários pontos da cidade,Artes Cultura e Entretenimento,15:51,Festival faz projeções e shows gratuitos em prédios de Fortaleza
Redação,18 de Novembro de 2019,Jogada,2176116,https://diariodonordeste.verdesmares.com.br/editorias/jogada/online/destaques-da-selecao-campea-do-mundial-sub-17-tem-multas-milionarias-1.2176116,2,2,"Artilheiro da equipe no Mundial com cinco gols marcados, Kaio Jorge é mais um ""menino da Vila"" que surge com faro de gol. Seu primeiro contrato com o Santos foi assinado em janeiro, com duração de três anos e multa rescisória de 50 milhões de euros (R$ 231 milhões)","Esportes,copa américa de futebol,copa do mundo de futebol,seleção brasileira",15:02,Destaques da seleção campeã do Mundial sub-17 têm multas milionárias
Redação,18 de Novembro de 2019,Segurança,2176155,https://diariodonordeste.verdesmares.com.br/editorias/seguranca/online/feriadao-da-republica-tem-21-acidentes-e-tres-mortes-nas-rodovias-federais-do-ceara-diz-prf-1.2176155,0,0,"Houve um aumento de 151% no número de pessoas autuadas por dirigir sob efeito de álcool, se comparado ao mesmo período do ano de 2018","polícia rodoviária federal,balanço,Proclamação da República",15:53,"Feriadão da República tem 21 acidentes e três mortes nas rodovias federais do Ceará, diz PRF"
Estadão Conteúdo,18 de Novembro de 2019,Negócios,2176127,https://diariodonordeste.verdesmares.com.br/editorias/negocios/online/desoneracao-da-cesta-basica-vai-acabar-diz-tostes-neto-1.2176127,0,0,"O novo secretário especial da Receita Federal, José Barroso Tostes Neto, como compensação, o governo deve devolver dinheiro aos mais pobres como adicional aos programas sociais",Economia,15:13,"Desoneração da cesta básica vai acabar, diz Tostes Neto"
